Reported Date,Name of Entity,Dates of Breach,State Reported,Source(s),Link to PDF,Start Date of Breach,End Date of Breach
2017-11-03 00:00:00,"Tween Brands, Inc.",09/07/2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Safeguarding_Consumers/Breach%20TweenBrandsInc.2017-11-03.pdf,2017-09-07 00:00:00,
2017-10-30 00:00:00,HumanGood,09/27/2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Safeguarding_Consumers/Breach%20HumanGood.2017-10-30.pdf,2017-09-27 00:00:00,
2017-10-20 00:00:00,"Whole Foods Market Services, Inc.",03/10/2017 to 09/28/2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/WholeFoodsMarketServicesInc.2017-10-20.pdf,2017-03-10 00:00:00,2017-09-28 00:00:00
2017-10-16 00:00:00,"Pizza Hut, LLC",10/01/2017 to 10/02/2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/PizzaHutLLC.2017-10-16.pdf,2017-10-01 00:00:00,2017-10-02 00:00:00
2017-10-12 00:00:00,Equifax Inc. (Update),Unspecified,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/EquifaxUpdate.2017-10-12.pdf,Unspecified,
2017-10-06 00:00:00,Catholic United Financial,07/31/2017  08/26/2017 to 08/28/2017  11/12/2016,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/CatholicUnitedFinancial.2017-10-06.pdf,07/31/2017  08/26/2017,08/28/2017  11/12/2016
2017-10-06 00:00:00,"Provo Craft & Novelty, Inc.",05/27/2017 to 07/12/2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/ProvoCraftAndNoveltyIncDbaCricut.2017-10-06.pdf,2017-05-27 00:00:00,2017-07-12 00:00:00
2017-10-06 00:00:00,Tommie Copper Inc.,04/25/2017 to 08/29/2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/TommieCopperInc.2017-10-06.PDF,2017-04-25 00:00:00,2017-08-29 00:00:00
2017-10-04 00:00:00,SONIC Corp.,Unspecified,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/SonicCorp.2017-10-04.PDF,Unspecified,
2017-10-03 00:00:00,"FlexShopper, LLC",Unspecified,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/FlexShopperLLC.2017-10-03.pdf,Unspecified,
2017-09-29 00:00:00,The Online Traffic School,Unspecified,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/TheOnlineTrafficSchool.2017-09-29.pdf,Unspecified,
2017-09-29 00:00:00,BSI Financial Services,06/01/2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/ServiceOneIncDbaBSIFinancialServices.2017-09-28.pdf,2017-06-01 00:00:00,
2017-09-18 00:00:00,"W.W. Grainger, Inc.",08/23/2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/W.W.GraingerInc.2017-09-18.pdf,2017-08-23 00:00:00,
2017-09-16 00:00:00,Whatcom Land Title Co.,Unspecified,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/WhatcomLandTitleCo.2017-09-16.pdf,Unspecified,
2017-09-15 00:00:00,"Bulletproof 360, Inc.",10/26/2016 to 01/31/2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/Bulletproof360.2017-09-15.PDF,2016-10-26 00:00:00,2017-01-31 00:00:00
2017-09-07 00:00:00,Equifax Inc.,Unspecified,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/EquifaxInc.2017-09-07.PDF,Unspecified,
2017-08-31 00:00:00,Timberland Bank,Unspecified,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/TimberlandBank.2017-08-31.pdf,Unspecified,
2017-08-30 00:00:00,Avanti Markets Inc. (update),Unspecified,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/AvantiMarketsIncUpdate.2017-08-30.pdf,Unspecified,
2017-08-24 00:00:00,Green River Community College,12/2016,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/GreenRiverCommunityCollege.2017-08-24.pdf,2016-12-01 00:00:00,
2017-08-03 00:00:00,Silver Cloud Inns & Hotels,08/10/2016 to 03/09/2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/SilverCloudInnsAndHotels.2017-08-03.pdf,2016-08-10 00:00:00,2017-03-09 00:00:00
2017-07-28 00:00:00,Noble House Hotels & Resorts,08/10/2016 to 03/09/2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/NobleHouseHotelsAndResorts.2017-07-28.pdf,2016-08-10 00:00:00,2017-03-09 00:00:00
2017-07-25 00:00:00,City of Port Angeles,Unspecified,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/CityOfPortAngeles.2017-07-27.pdf,Unspecified,
2017-07-24 00:00:00,Avanti Markets Inc.,Unspecified,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/AvantiMarketsInc.2017-07-24.pdf,Unspecified,
2017-07-21 00:00:00,Value Eyecare Network,Unspecified,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/ValueEyecareNetwork.2017-07-21.pdf,Unspecified,
2017-07-18 00:00:00,Keller Williams Realty Inc.,05/06/2017 to 05/10/2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/KellerWilliamsRealtyInc.2017-07-18.pdf,2017-05-06 00:00:00,2017-05-10 00:00:00
2017-07-14 00:00:00,SBE ENT Holdings,08/10/2016 to 03/09/2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/SBE-ENTHoldingsLLC.2017-07-14.pdf,2016-08-10 00:00:00,2017-03-09 00:00:00
2017-07-14 00:00:00,"Two Roads Hospitality, LLC",08/10/2016 to 03/09/2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/TwoRoadsHospitalityLLC.2017-07-14.pdf,2016-08-10 00:00:00,2017-03-09 00:00:00
2017-07-12 00:00:00,Club Quarter Hotels,08/10/2016 to 03/09/2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/ClubQuartersHotels.2017-07-12.pdf,2016-08-10 00:00:00,2017-03-09 00:00:00
2017-07-10 00:00:00,Pacific Science Center,06/13/2017 and 06/21/2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Safeguarding_Consumers/Breach%20PacificScienceCenter%202017-07.pdf,06/13/2017 and 06/21/2017,
2017-07-06 00:00:00,Four Seasons Hotels Limited,08/10/2016 to 03/09/2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/FourSeasonsHotelsLimited.2017-07-06.pdf,2016-08-10 00:00:00,2017-03-09 00:00:00
2017-07-05 00:00:00,Loews Hotels & Co.,08/29/2016 to 03/09/2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/LoewsHotelsAndCo.2017-07-05.PDF,2016-08-29 00:00:00,2017-03-09 00:00:00
2017-06-30 00:00:00,Preferred Hotel Group,08/10/2016 to 03/09/2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Safeguarding_Consumers/Breach%20PreferredHotelGroup%202017-06.pdf,2016-08-10 00:00:00,2017-03-09 00:00:00
2017-06-22 00:00:00,GOLFTEC,03/02/2017 to 07-15-2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/GOLFTEC.2017-05-03.pdf,2017-03-02 00:00:00,07-15-2017
2017-06-22 00:00:00,Caliber Home Loans,Unspecified,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/CaliberHomeLoans.2017-06-22.pdf,Unspecified,
2017-06-20 00:00:00,Home Point Financial Corporation,Unspecified,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Home/Supporting_Law_Enforcement/HomePointFinancialCorporation.2017-06-20.pdf,Unspecified,
2017-06-08 00:00:00,Washington State University,Unspecified,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/WashingtonStateUniversity.2017-06-08.pdf,Unspecified,
2017-06-06 00:00:00,"Airway Oxygen, Inc.",04/18/2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Safeguarding_Consumers/Breach%20AirwayOxygenInc%202017-06.pdf,2017-04-18 00:00:00,
2017-06-05 00:00:00,"GameStop, Inc.",08/10/2016 to 02/02/2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/GameStopInc.2017-06-05.pdf,2016-08-10 00:00:00,2017-02-02 00:00:00
2017-05-31 00:00:00,BMO Harris Bank,05/15/2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Home/Supporting_Law_Enforcement/BMOHarrisBankNA.2017-05-31.pdf,2017-05-15 00:00:00,
2017-05-26 00:00:00,"Kennewick Public Hospital District, dba Trios Health",10/23/2013 to 03/31/2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Safeguarding_Consumers/Breach%20Trios%20Health%202017-0526.pdf,2013-10-23 00:00:00,2017-03-31 00:00:00
2017-05-24 00:00:00,"Incipio, LLC",02/26/2016 to 12/05/2016,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/IncipioLLC.2017-05-24.pdf,2016-02-26 00:00:00,2016-12-05 00:00:00
2017-05-19 00:00:00,Zillow,05/09/2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/Zillow.2017-05-22.pdf,2017-05-09 00:00:00,
2017-05-16 00:00:00,"Nicopure Labs, LLC",Unspecified,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Safeguarding_Consumers/Breach%20Nicopure%20Labs%20LLC%202017-05-16.PDF,Unspecified,
2017-05-15 00:00:00,Kuru Footwear,12/20/2016 to 03/03/2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/KuruFootwear.2017-05-15.PDF,2016-12-20 00:00:00,2017-03-03 00:00:00
2017-05-15 00:00:00,TALX Corporation,01/04/2016 to 03/29/2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Safeguarding_Consumers/Breach%20TALX%20Corporation.2017-05-15.pdf,2016-01-04 00:00:00,2017-03-29 00:00:00
2017-05-12 00:00:00,Brooks Brothers,04/04/2016 to 03/01/2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Safeguarding_Consumers/Internet_Safety/Breach%20Brooks%20Brothers%202017-05-12.pdf,2016-04-04 00:00:00,2017-03-01 00:00:00
2017-05-12 00:00:00,Indigo Wild,11/16/2016 to 04/17/2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Safeguarding_Consumers/Internet_Safety/Breach%20Indigo%20Wild%202017-05-12.PDF,2016-11-16 00:00:00,2017-04-17 00:00:00
2017-05-09 00:00:00,Seattle Indian Health Board,08/10/2016,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/SeattleIndianHealthBoard.2017-05-10.pdf,2016-08-10 00:00:00,
2017-05-05 00:00:00,"Solera Holdings, Inc.",Early 2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Safeguarding_Consumers/Internet_Safety/Breach%20Solera%20Holdings%20Inc%202017-05-05.pdf,Early 2017,
2017-05-04 00:00:00,Metro Parks Tacoma,05/03/2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Safeguarding_Consumers/Breach%20Metro%20Parks.2017-05-04.pdf,2017-05-03 00:00:00,
2017-04-25 00:00:00,Hill Country Memorial Hospital,02/21/2017 to 02/22/2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Safeguarding_Consumers/Breach%20Hill%20Country%20Memorial%20Hospital.2017-05-03.pdf,2017-02-21 00:00:00,2017-02-22 00:00:00
2017-04-25 00:00:00,Seattle Housing Authority,Unspecified,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Home/Supporting_Law_Enforcement/SeattleHousingAuthority.2017-04-25.pdf,Unspecified,
2017-04-18 00:00:00,Pacific Lutheran University,01/23/2017 to 02/22/2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/PacificLutheranUniversity.2017-04-18.pdf,2017-01-23 00:00:00,2017-02-22 00:00:00
2017-04-14 00:00:00,"Combat Brands, LLC",07/01/2015 to 02/23/2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/CombatBrandsLLC.2014-04-14.pdf,2015-07-01 00:00:00,2017-02-23 00:00:00
